categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE,diffs,groupwise_total,categwise_total,datewise_total
Current Account,1,NPR,CURRENT,1509551944,2018-12-01,0,1720662.0,2186812500,1547110680,79386819692
Current Account,1,USD,CURRENT,36084842,2018-12-01,0,0.0,52246751,1547110680,79386819692
Current Account,1,AUD,CURRENT,8132,2018-12-01,0,0.0,8132,1547110680,79386819692
Current Account,1,GBP,CURRENT,1195685,2018-12-01,0,0.0,1195685,1547110680,79386819692
Current Account,1,EUR,CURRENT,30720,2018-12-01,0,0.0,30720,1547110680,79386819692
Current Account,1,JPY,CURRENT,239357,2018-12-01,0,0.0,239357,1547110680,79386819692
Current Account,1,AED,CURRENT,0,2018-12-01,0,0.0,0,1547110680,79386819692
Current Account with 0 Min Balance,10,USD,CURRENT,12776190,2018-11-03,0,,66364785,160668361,77912665693
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-03,0,,32210,160668361,77912665693
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-03,0,,1268345,160668361,77912665693
Current Account with 0 Min Balance,10,NPR,CURRENT,147892171,2018-11-03,0,,2145619825,160668361,77912665693
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-04,0,0.0,31984,163465575,77977010989
Current Account with 0 Min Balance,10,NPR,CURRENT,150722370,2018-11-04,0,2830199.0,2221275885,163465575,77977010989
Current Account with 0 Min Balance,10,USD,CURRENT,12743205,2018-11-04,0,-32985.0,77772858,163465575,77977010989
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-04,0,0.0,1259493,163465575,77977010989
Current Account with 0 Min Balance,10,USD,CURRENT,12858652,2018-11-05,0,115447.0,67925769,167149749,77951951880
Current Account with 0 Min Balance,10,NPR,CURRENT,154291097,2018-11-05,0,3568727.0,2190454128,167149749,77951951880
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-05,0,0.0,32220,167149749,77951951880
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-05,0,0.0,1274344,167149749,77951951880
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-06,0,0.0,32274,168941678,78165430308
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-06,0,0.0,1278245,168941678,78165430308
Current Account with 0 Min Balance,10,USD,CURRENT,12842160,2018-11-06,0,-16492.0,64843770,168941678,78165430308
Current Account with 0 Min Balance,10,NPR,CURRENT,156099518,2018-11-06,0,1808421.0,2104176020,168941678,78165430308
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-07,0,0.0,32274,150466957,78133777223
Current Account with 0 Min Balance,10,NPR,CURRENT,137624797,2018-11-07,0,-18474721.0,2050213191,150466957,78133777223
Current Account with 0 Min Balance,10,USD,CURRENT,12842160,2018-11-07,0,0.0,64951343,150466957,78133777223
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-07,0,0.0,1278245,150466957,78133777223
Current Account with 0 Min Balance,10,USD,CURRENT,12842160,2018-11-08,0,0.0,64951343,151136931,78082860514
Current Account with 0 Min Balance,10,NPR,CURRENT,138294771,2018-11-08,0,669974.0,2049036713,151136931,78082860514
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-08,0,0.0,1278245,151136931,78082860514
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-08,0,0.0,32274,151136931,78082860514
Current Account with 0 Min Balance,10,NPR,CURRENT,138249971,2018-11-09,0,-44800.0,2051724208,151092131,78058049017
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-09,0,0.0,32274,151092131,78058049017
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-09,0,0.0,1278245,151092131,78058049017
Current Account with 0 Min Balance,10,USD,CURRENT,12842160,2018-11-09,0,0.0,64951343,151092131,78058049017
Current Account with 0 Min Balance,10,NPR,CURRENT,125613600,2018-11-10,0,-12636371.0,1935361173,138455760,77844623425
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-10,0,0.0,32274,138455760,77844623425
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-10,0,0.0,1278245,138455760,77844623425
Current Account with 0 Min Balance,10,USD,CURRENT,12842160,2018-11-10,0,0.0,64951343,138455760,77844623425
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-11,0,0.0,1260961,140105656,77433450315
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-11,0,0.0,31867,140105656,77433450315
Current Account with 0 Min Balance,10,NPR,CURRENT,127351456,2018-11-11,0,1737856.0,1954598400,140105656,77433450315
Current Account with 0 Min Balance,10,USD,CURRENT,12754200,2018-11-11,0,-87960.0,56521079,140105656,77433450315
Current Account with 0 Min Balance,10,USD,CURRENT,12820170,2018-11-12,0,65970.0,52597477,139592803,77882990164
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-12,0,0.0,1255382,139592803,77882990164
Current Account with 0 Min Balance,10,NPR,CURRENT,126772633,2018-11-12,0,-578823.0,2003125314,139592803,77882990164
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-12,0,0.0,31792,139592803,77882990164
Current Account with 0 Min Balance,10,USD,CURRENT,12781687,2018-11-13,0,-38483.0,52947851,141014308,78114906003
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-13,0,0.0,1257060,141014308,78114906003
Current Account with 0 Min Balance,10,NPR,CURRENT,128232621,2018-11-13,0,1459988.0,2047317426,141014308,78114906003
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-13,0,0.0,31675,141014308,78114906003
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-14,0,0.0,1250054,141833061,78493156721
Current Account with 0 Min Balance,10,NPR,CURRENT,129117344,2018-11-14,0,884723.0,1976970346,141833061,78493156721
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-14,0,0.0,31573,141833061,78493156721
Current Account with 0 Min Balance,10,USD,CURRENT,12715717,2018-11-14,0,-65970.0,51029396,141833061,78493156721
Current Account with 0 Min Balance,10,USD,CURRENT,12660742,2018-11-15,0,-54975.0,71767903,138105820,78517622829
Current Account with 0 Min Balance,10,NPR,CURRENT,125445078,2018-11-15,0,-3672266.0,2041334911,138105820,78517622829
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-15,0,0.0,1234029,138105820,78517622829
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-15,0,0.0,31568,138105820,78517622829
Current Account with 0 Min Balance,10,USD,CURRENT,12633255,2018-11-16,0,-27487.0,49982978,193383762,78941420026
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-16,0,0.0,1229750,193383762,78941420026
Current Account with 0 Min Balance,10,NPR,CURRENT,180750507,2018-11-16,0,55305429.0,2153616805,193383762,78941420026
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-16,0,0.0,31585,193383762,78941420026
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-17,0,0.0,31585,193464444,78881888136
Current Account with 0 Min Balance,10,NPR,CURRENT,180831189,2018-11-17,0,80682.0,2157347446,193464444,78881888136
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-17,0,0.0,1229750,193464444,78881888136
Current Account with 0 Min Balance,10,USD,CURRENT,12633255,2018-11-17,0,0.0,49982978,193464444,78881888136
Current Account with 0 Min Balance,10,NPR,CURRENT,160859563,2018-11-18,0,-19971626.0,2331853104,173509310,79117405481
Current Account with 0 Min Balance,10,USD,CURRENT,12649747,2018-11-18,0,16492.0,49842915,173509310,79117405481
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-18,0,0.0,1237259,173509310,79117405481
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-18,0,0.0,31841,173509310,79117405481
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-19,0,0.0,31588,168190573,79104023585
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-19,0,0.0,1234364,168190573,79104023585
Current Account with 0 Min Balance,10,NPR,CURRENT,155595801,2018-11-19,0,-5263762.0,2123572613,168190573,79104023585
Current Account with 0 Min Balance,10,USD,CURRENT,12594772,2018-11-19,0,-54975.0,66043487,168190573,79104023585
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-20,0,0.0,1231260,166698520,79081883800
Current Account with 0 Min Balance,10,NPR,CURRENT,154131235,2018-11-20,0,-1464566.0,2106876351,166698520,79081883800
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-20,0,0.0,31554,166698520,79081883800
Current Account with 0 Min Balance,10,USD,CURRENT,12567285,2018-11-20,0,-27487.0,50558325,166698520,79081883800
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-21,0,0.0,1225345,164174919,79305803658
Current Account with 0 Min Balance,10,USD,CURRENT,12567285,2018-11-21,0,0.0,58388715,164174919,79305803658
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-21,0,0.0,31482,164174919,79305803658
Current Account with 0 Min Balance,10,NPR,CURRENT,151607634,2018-11-21,0,-2523601.0,2226192682,164174919,79305803658
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-22,0,0.0,31232,170407114,79570972083
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-22,0,0.0,1223331,170407114,79570972083
Current Account with 0 Min Balance,10,NPR,CURRENT,157949779,2018-11-22,0,6342145.0,2226642291,170407114,79570972083
Current Account with 0 Min Balance,10,USD,CURRENT,12457335,2018-11-22,0,-109950.0,51366281,170407114,79570972083
Current Account with 0 Min Balance,10,NPR,CURRENT,155178520,2018-11-23,0,-2771259.0,2285411691,167613865,80032388660
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-23,0,0.0,1218800,167613865,80032388660
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-23,0,0.0,31171,167613865,80032388660
Current Account with 0 Min Balance,10,USD,CURRENT,12435345,2018-11-23,0,-21990.0,50577228,167613865,80032388660
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-24,0,0.0,31171,167654015,79997104089
Current Account with 0 Min Balance,10,USD,CURRENT,12435345,2018-11-24,0,0.0,50577228,167654015,79997104089
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-24,0,0.0,1218800,167654015,79997104089
Current Account with 0 Min Balance,10,NPR,CURRENT,155218670,2018-11-24,0,40150.0,2255532031,167654015,79997104089
Current Account with 0 Min Balance,10,NPR,CURRENT,161218594,2018-11-25,0,5999924.0,2127836622,173653939,79950372128
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-25,0,0.0,30974,173653939,79950372128
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-25,0,0.0,1214480,173653939,79950372128
Current Account with 0 Min Balance,10,USD,CURRENT,12435345,2018-11-25,0,0.0,50550065,173653939,79950372128
Current Account with 0 Min Balance,10,USD,CURRENT,12462832,2018-11-26,0,27487.0,49604650,161833898,79605734814
Current Account with 0 Min Balance,10,NPR,CURRENT,149371066,2018-11-26,0,-11847528.0,2129332467,161833898,79605734814
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-26,0,0.0,31108,161833898,79605734814
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-26,0,0.0,1220143,161833898,79605734814
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-27,0,0.0,1209823,161319380,79644918795
Current Account with 0 Min Balance,10,USD,CURRENT,12451837,2018-11-27,0,-10995.0,48636832,161319380,79644918795
Current Account with 0 Min Balance,10,NPR,CURRENT,148867543,2018-11-27,0,-503523.0,2079334948,161319380,79644918795
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-27,0,0.0,30954,161319380,79644918795
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-28,0,0.0,1209823,149925367,79583445429
Current Account with 0 Min Balance,10,NPR,CURRENT,137501017,2018-11-28,0,-11366526.0,2078828613,149925367,79583445429
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-28,0,0.0,30793,149925367,79583445429
Current Account with 0 Min Balance,10,USD,CURRENT,12424350,2018-11-28,0,-27487.0,47727252,149925367,79583445429
Current Account with 0 Min Balance,10,USD,CURRENT,12297907,2018-11-29,0,-126443.0,47106291,150447368,79606076246
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-29,0,0.0,30667,150447368,79606076246
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-29,0,0.0,1195602,150447368,79606076246
Current Account with 0 Min Balance,10,NPR,CURRENT,138149461,2018-11-29,0,648444.0,2097844206,150447368,79606076246
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-11-30,0,0.0,1195685,147208338,79410189108
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-11-30,0,0.0,30720,147208338,79410189108
Current Account with 0 Min Balance,10,USD,CURRENT,12281415,2018-11-30,0,-16492.0,52246751,147208338,79410189108
Current Account with 0 Min Balance,10,NPR,CURRENT,134926923,2018-11-30,0,-3222538.0,2186371698,147208338,79410189108
Current Account with 0 Min Balance,10,USD,CURRENT,12281415,2018-12-01,0,0.0,52246751,147312567,79386819692
Current Account with 0 Min Balance,10,NPR,CURRENT,135031152,2018-12-01,0,104229.0,2186812500,147312567,79386819692
Current Account with 0 Min Balance,10,EUR,CURRENT,0,2018-12-01,0,0.0,30720,147312567,79386819692
Current Account with 0 Min Balance,10,GBP,CURRENT,0,2018-12-01,0,0.0,1195685,147312567,79386819692
Current Account with 1000 Min Bal,9,NPR,CURRENT,336525002,2018-11-03,0,,2145619825,336525002,77912665693
Current Account with 1000 Min Bal,9,NPR,CURRENT,391477346,2018-11-04,0,54952344.0,2221275885,391477346,77977010989
Current Account with 1000 Min Bal,9,NPR,CURRENT,369305967,2018-11-05,0,-22171379.0,2190454128,369305967,77951951880
Current Account with 1000 Min Bal,9,NPR,CURRENT,342370878,2018-11-06,0,-26935089.0,2104176020,342370878,78165430308
Current Account with 1000 Min Bal,9,NPR,CURRENT,341674881,2018-11-07,0,-695997.0,2050213191,341674881,78133777223
Current Account with 1000 Min Bal,9,NPR,CURRENT,341535000,2018-11-08,0,-139881.0,2049036713,341535000,78082860514
Current Account with 1000 Min Bal,9,NPR,CURRENT,341554048,2018-11-09,0,19048.0,2051724208,341554048,78058049017
Current Account with 1000 Min Bal,9,NPR,CURRENT,310618487,2018-11-10,0,-30935561.0,1935361173,310618487,77844623425
Current Account with 1000 Min Bal,9,NPR,CURRENT,321446846,2018-11-11,0,10828359.0,1954598400,321446846,77433450315
Current Account with 1000 Min Bal,9,NPR,CURRENT,325703013,2018-11-12,0,4256167.0,2003125314,325703013,77882990164
Current Account with 1000 Min Bal,9,NPR,CURRENT,329434072,2018-11-13,0,3731059.0,2047317426,329434072,78114906003
Current Account with 1000 Min Bal,9,NPR,CURRENT,319850924,2018-11-14,0,-9583148.0,1976970346,319850924,78493156721
Current Account with 1000 Min Bal,9,NPR,CURRENT,329202714,2018-11-15,0,9351790.0,2041334911,329202714,78517622829
Current Account with 1000 Min Bal,9,NPR,CURRENT,318839133,2018-11-16,0,-10363581.0,2153616805,318839133,78941420026
Current Account with 1000 Min Bal,9,NPR,CURRENT,318917944,2018-11-17,0,78811.0,2157347446,318917944,78881888136
Current Account with 1000 Min Bal,9,NPR,CURRENT,329939555,2018-11-18,0,11021611.0,2331853104,329939555,79117405481
Current Account with 1000 Min Bal,9,NPR,CURRENT,336383370,2018-11-19,0,6443815.0,2123572613,336383370,79104023585
Current Account with 1000 Min Bal,9,NPR,CURRENT,337777625,2018-11-20,0,1394255.0,2106876351,337777625,79081883800
Current Account with 1000 Min Bal,9,NPR,CURRENT,335015633,2018-11-21,0,-2761992.0,2226192682,335015633,79305803658
Current Account with 1000 Min Bal,9,NPR,CURRENT,358169515,2018-11-22,0,23153882.0,2226642291,358169515,79570972083
Current Account with 1000 Min Bal,9,NPR,CURRENT,356161065,2018-11-23,0,-2008450.0,2285411691,356161065,80032388660
Current Account with 1000 Min Bal,9,NPR,CURRENT,356356535,2018-11-24,0,195470.0,2255532031,356356535,79997104089
Current Account with 1000 Min Bal,9,NPR,CURRENT,388422610,2018-11-25,0,32066075.0,2127836622,388422610,79950372128
Current Account with 1000 Min Bal,9,NPR,CURRENT,362605559,2018-11-26,0,-25817051.0,2129332467,362605559,79605734814
Current Account with 1000 Min Bal,9,NPR,CURRENT,362104418,2018-11-27,0,-501141.0,2079334948,362104418,79644918795
Current Account with 1000 Min Bal,9,NPR,CURRENT,360577378,2018-11-28,0,-1527040.0,2078828613,360577378,79583445429
Current Account with 1000 Min Bal,9,NPR,CURRENT,380872738,2018-11-29,0,20295360.0,2097844206,380872738,79606076246
Current Account with 1000 Min Bal,9,NPR,CURRENT,429755543,2018-11-30,0,48882805.0,2186371698,429755543,79410189108
Current Account with 1000 Min Bal,9,NPR,CURRENT,428473835,2018-12-01,0,-1281708.0,2186812500,428473835,79386819692
Current Accounts,99,NPR,CURRENT,255007,2018-11-03,0,,2145619825,255007,77912665693
Current Accounts,99,NPR,CURRENT,3886207,2018-11-04,0,3631200.0,2221275885,3886207,77977010989
Current Accounts,99,NPR,CURRENT,3846207,2018-11-05,0,-40000.0,2190454128,3846207,77951951880
Current Accounts,99,NPR,CURRENT,3813407,2018-11-06,0,-32800.0,2104176020,3813407,78165430308
Current Accounts,99,NPR,CURRENT,3813407,2018-11-07,0,0.0,2050213191,3813407,78133777223
Current Accounts,99,NPR,CURRENT,3813407,2018-11-08,0,0.0,2049036713,3813407,78082860514
Current Accounts,99,NPR,CURRENT,3813407,2018-11-09,0,0.0,2051724208,3813407,78058049017
Current Accounts,99,NPR,CURRENT,3806647,2018-11-10,0,-6760.0,1935361173,3806647,77844623425
Current Accounts,99,NPR,CURRENT,3547598,2018-11-11,0,-259049.0,1954598400,3547598,77433450315
Current Accounts,99,NPR,CURRENT,3519673,2018-11-12,0,-27925.0,2003125314,3519673,77882990164
Current Accounts,99,NPR,CURRENT,3519673,2018-11-13,0,0.0,2047317426,3519673,78114906003
Current Accounts,99,NPR,CURRENT,3515673,2018-11-14,0,-4000.0,1976970346,3515673,78493156721
Current Accounts,99,NPR,CURRENT,3515673,2018-11-15,0,0.0,2041334911,3515673,78517622829
Current Accounts,99,NPR,CURRENT,3515673,2018-11-16,0,0.0,2153616805,3515673,78941420026
Current Accounts,99,NPR,CURRENT,3515673,2018-11-17,0,0.0,2157347446,3515673,78881888136
Current Accounts,99,NPR,CURRENT,3515673,2018-11-18,0,0.0,2331853104,3515673,79117405481
Current Accounts,99,NPR,CURRENT,5956185,2018-11-19,0,2440512.0,2123572613,5956185,79104023585
Current Accounts,99,NPR,CURRENT,5668034,2018-11-20,0,-288151.0,2106876351,5668034,79081883800
Current Accounts,99,NPR,CURRENT,4054484,2018-11-21,0,-1613550.0,2226192682,4054484,79305803658
Current Accounts,99,NPR,CURRENT,4475639,2018-11-22,0,421155.0,2226642291,4475639,79570972083
Current Accounts,99,NPR,CURRENT,4405906,2018-11-23,0,-69733.0,2285411691,4405906,80032388660
Current Accounts,99,NPR,CURRENT,4405906,2018-11-24,0,0.0,2255532031,4405906,79997104089
Current Accounts,99,NPR,CURRENT,5305906,2018-11-25,0,900000.0,2127836622,5305906,79950372128
Current Accounts,99,NPR,CURRENT,5085268,2018-11-26,0,-220638.0,2129332467,5085268,79605734814
Current Accounts,99,NPR,CURRENT,4082303,2018-11-27,0,-1002965.0,2079334948,4082303,79644918795
Current Accounts,99,NPR,CURRENT,3610032,2018-11-28,0,-472271.0,2078828613,3610032,79583445429
Current Accounts,99,NPR,CURRENT,3602032,2018-11-29,0,-8000.0,2097844206,3602032,79606076246
Current Accounts,99,NPR,CURRENT,3594032,2018-11-30,0,-8000.0,2186371698,3594032,79410189108
Current Accounts,99,NPR,CURRENT,3594032,2018-12-01,0,0.0,2186812500,3594032,79386819692
DSA PARKING AC,10,NPR,CURRENT,100,2018-11-03,0,,2145619825,100,77912665693
DSA PARKING AC,10,NPR,CURRENT,100,2018-11-04,0,0.0,2221275885,100,77977010989
DSA PARKING AC,10,NPR,CURRENT,100,2018-11-05,0,0.0,2190454128,100,77951951880
DSA PARKING AC,10,NPR,CURRENT,3782,2018-11-06,0,3682.0,2104176020,3782,78165430308
DSA PARKING AC,10,NPR,CURRENT,3782,2018-11-07,0,0.0,2050213191,3782,78133777223
DSA PARKING AC,10,NPR,CURRENT,3782,2018-11-08,0,0.0,2049036713,3782,78082860514
DSA PARKING AC,10,NPR,CURRENT,3782,2018-11-09,0,0.0,2051724208,3782,78058049017
DSA PARKING AC,10,NPR,CURRENT,3782,2018-11-10,0,0.0,1935361173,3782,77844623425
DSA PARKING AC,10,NPR,CURRENT,3782,2018-11-11,0,0.0,1954598400,3782,77433450315
DSA PARKING AC,10,NPR,CURRENT,4405,2018-11-12,0,623.0,2003125314,4405,77882990164
DSA PARKING AC,10,NPR,CURRENT,4405,2018-11-13,0,0.0,2047317426,4405,78114906003
DSA PARKING AC,10,NPR,CURRENT,4405,2018-11-14,0,0.0,1976970346,4405,78493156721
DSA PARKING AC,10,NPR,CURRENT,5605,2018-11-15,0,1200.0,2041334911,5605,78517622829
DSA PARKING AC,10,NPR,CURRENT,5605,2018-11-16,0,0.0,2153616805,5605,78941420026
DSA PARKING AC,10,NPR,CURRENT,5605,2018-11-17,0,0.0,2157347446,5605,78881888136
DSA PARKING AC,10,NPR,CURRENT,5605,2018-11-18,0,0.0,2331853104,5605,79117405481
DSA PARKING AC,10,NPR,CURRENT,5605,2018-11-19,0,0.0,2123572613,5605,79104023585
DSA PARKING AC,10,NPR,CURRENT,5605,2018-11-20,0,0.0,2106876351,5605,79081883800
DSA PARKING AC,10,NPR,CURRENT,5505,2018-11-21,0,-100.0,2226192682,5505,79305803658
DSA PARKING AC,10,NPR,CURRENT,4405,2018-11-22,0,-1100.0,2226642291,4405,79570972083
DSA PARKING AC,10,NPR,CURRENT,0,2018-11-23,0,-4405.0,2285411691,0,80032388660
DSA PARKING AC,10,NPR,CURRENT,0,2018-11-24,0,0.0,2255532031,0,79997104089
DSA PARKING AC,10,NPR,CURRENT,0,2018-11-25,0,0.0,2127836622,0,79950372128
DSA PARKING AC,10,NPR,CURRENT,0,2018-11-26,0,0.0,2129332467,0,79605734814
DSA PARKING AC,10,NPR,CURRENT,0,2018-11-27,0,0.0,2079334948,0,79644918795
DSA PARKING AC,10,NPR,CURRENT,0,2018-11-28,0,0.0,2078828613,0,79583445429
DSA PARKING AC,10,NPR,CURRENT,100,2018-11-29,0,100.0,2097844206,100,79606076246
DSA PARKING AC,10,NPR,CURRENT,100,2018-11-30,0,0.0,2186371698,100,79410189108
DSA PARKING AC,10,NPR,CURRENT,100,2018-12-01,0,0.0,2186812500,100,79386819692
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-03,0,,2145619825,7783,77912665693
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-04,0,0.0,2221275885,7783,77977010989
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-05,0,0.0,2190454128,7783,77951951880
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-06,0,0.0,2104176020,7783,78165430308
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-07,0,0.0,2050213191,7783,78133777223
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-08,0,0.0,2049036713,7783,78082860514
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-09,0,0.0,2051724208,7783,78058049017
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-10,0,0.0,1935361173,7783,77844623425
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-11,0,0.0,1954598400,7783,77433450315
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-12,0,0.0,2003125314,7783,77882990164
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-13,0,0.0,2047317426,7783,78114906003
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-14,0,0.0,1976970346,7783,78493156721
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-15,0,0.0,2041334911,7783,78517622829
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-16,0,0.0,2153616805,7783,78941420026
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-17,0,0.0,2157347446,7783,78881888136
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-18,0,0.0,2331853104,7783,79117405481
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-19,0,0.0,2123572613,7783,79104023585
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-20,0,0.0,2106876351,7783,79081883800
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-21,0,0.0,2226192682,7783,79305803658
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-22,0,0.0,2226642291,7783,79570972083
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-23,0,0.0,2285411691,7783,80032388660
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-24,0,0.0,2255532031,7783,79997104089
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-25,0,0.0,2127836622,7783,79950372128
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-26,0,0.0,2129332467,7783,79605734814
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-27,0,0.0,2079334948,7783,79644918795
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-28,0,0.0,2078828613,7783,79583445429
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-29,0,0.0,2097844206,7783,79606076246
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-11-30,0,0.0,2186371698,7783,79410189108
Demand Loan - Trading,5,NPR,CURRENT,7783,2018-12-01,0,0.0,2186812500,7783,79386819692
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-03,0,,493418496,0,77912665693
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-04,0,0.0,517113324,0,77977010989
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-05,0,0.0,510282649,0,77951951880
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-06,0,0.0,526089549,0,78165430308
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-07,0,0.0,526089549,0,78133777223
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-08,0,0.0,526089549,0,78082860514
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-09,0,0.0,526045549,0,78058049017
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-10,0,0.0,491391449,0,77844623425
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-11,0,0.0,500794417,0,77433450315
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-12,0,0.0,501822388,0,77882990164
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-13,0,0.0,493604118,0,78114906003
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-14,0,0.0,490712147,0,78493156721
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-15,0,0.0,500043616,0,78517622829
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-16,0,0.0,504571500,0,78941420026
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,2018-11-17,0,0.0,504571500,0,78881888136
